data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7229707,760,SYR82112,82112,14-Sep-20,2020,1,Battles,Armed clash,QDW: National Defense Forces,,3,Military Forces of Syria (2000-) 47th Armored Brigade,,1,13,Middle East,Syria,Deir-ez-Zor,Abu Kamal,Abu Kamal,Al-Bukamal,34.4546,40.9116,1,Liveuamap,Local partner-New media,"On 14 September 2020, clashes took place between QDW and members of the 47th regiment in al Maari street in al-Bukamal in Deir-ez-Zor. Neither fatalities nor injuries were reported.",0,1600726971,SYR
7229620,760,SYR82161,82161,14-Sep-20,2020,1,Battles,Armed clash,Opposition Rebels (Syria),,2,Military Forces of Syria (2000-),Militia (Pro-Government),1,12,Middle East,Syria,Idleb,Al Ma'ra,Kafr Nobol,Dar Al-Kabira,35.6068,36.5168,2,SOHR; Liveuamap,Local partner-New media,"On 14 September 2020, opposition rebels sniper snipped and killed a member of the regime forces on Dar Al-Kabira amid opposition rebels shelling on the regime and pro-regime militants' positions in Dar Al-Kabira village using artillery fire.",1,1600726971,SYR
7229598,760,SYR82117,82117,14-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Ar-Raqqa,Ar-Raqqa,Karama,Karama,35.8699,39.2813,2,Liveuamap; SHAM; Twitter,Local partner-New media,"On 14 September 2020, unidentified gunmen assassinated a QSD member using small arms fire in the vicinity of Karama in Ar-Raqqa.",1,1600726971,SYR
7229596,760,SYR82111,82111,14-Sep-20,2020,1,Battles,Armed clash,Operation Peace Spring,JWS: Syrian National Army; Military Forces of Turkey (2016-),2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Ar-Raqqa,Tell Abiad,Tell Abiad,Qazali,36.6251,38.7544,2,SOHR; Twitter; Liveuamap; SHAM,Local partner-New media,"On 14 September 2020, Turkish forces and JWS under OPS exchanged shelling barrages with QSD in Qazali silos area in al-Hasakeh. Neither fatalities nor injuries were reported.",0,1600726971,SYR
7229593,760,SYR82104,82104,14-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,Opposition Rebels (Syria),Islamist Militia (Syria),2,12,Middle East,Syria,Idleb,Al Ma'ra,Kafr Nobol,Ftireh,35.6097,36.4853,1,SOHR; Liveuamap,Local partner-New media,"On 14 September 2020, clashes took place between regime and pro-regime militia forces against opposition and Islamist factions on Ftireh frontline in Idleb, amid regime shelling on the village. Neither fatalities nor injuries were reported.",0,1600726971,SYR
7229592,760,SYR82103,82103,14-Sep-20,2020,1,Battles,Armed clash,Islamic State (Syria),,2,HXP: Self-Defense Forces,,3,23,Middle East,Syria,Al-Hasakeh,Al-Hasakeh,Areesheh,Hdadiyeh,36.1991,40.7486,2,SHAM; Twitter; SOHR,Other-New media,"On 14 September 2020, suspected IS gunmen killed 2 HXP members whilst on their post in al Faij village of the Hdadiyeh area in al-Hasakeh.",2,1600726971,SYR
7229889,760,SYR82114,82114,13-Sep-20,2020,2,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Fatemiyoun Brigade,,3,33,Middle East,Syria,Ar-Raqqa,Ar-Raqqa,Sabka,Sabka,35.8109,39.2643,2,Twitter,New media,"Around 13 September 2020 (as reported), 2 members of Fatemiyoun Brigade were found killed by a sniper in al Bishri mountain area in Sabka sub-district of Ar-Raqqa.",2,1600726971,SYR
7229887,760,SYR82116,82116,13-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Al-Hasakeh,Al-Hasakeh,Hole,Hole,36.3905,41.1506,2,Twitter,New media,"On 13 September 2020, unidentified gunmen attacked a QSD-manned checkpoint in the vicinity of Hole in al-Hasakeh and killed 2 members.",2,1600726971,SYR
7229876,760,SYR82106,82106,13-Sep-20,2020,1,Battles,Armed clash,QSD: Syrian Democratic Forces,,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Kasrat Faraj,35.913,39.0045,1,SOHR,Other,"On 13 September 2020, QSD arrested a regime cell in Kasrat Faraj in Ar-Raqqa, consisting of 7 members who were traveling in a van in the village.",0,1600726971,SYR
7229851,760,SYR82115,82115,13-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Opposition Rebels (Syria),,2,23,Middle East,Syria,Aleppo,Afrin,Sharan,Sharan,36.6213,36.9416,1,SOHR,Other,"On 13 September 2020, unidentified gunmen assassinated an opposition fighter in Sharan in Afrin district of Aleppo using small arms fire.",1,1600726971,SYR
7229844,760,SYR82102,82102,13-Sep-20,2020,1,Battles,Armed clash,Ahrar al Sharqiyah,,3,Ahrar al Hasakah Gathering (Syria),,2,23,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Al Adwaniyah,36.7,39.6533,2,SOHR,Other,"On 13 September 2020, clashes took place between members of Ahrar al Sharqiyah and Ahrar al-Hasakeh Gathering in al Adwaniyah area in al-Hasakeh due to disputes over border crossing revenues. Neither fatalities nor injuries were reported.",0,1600726971,SYR
7229597,760,SYR82113,82113,13-Sep-20,2020,1,Battles,Armed clash,QSD: Syrian Democratic Forces,Global Coalition Against Daesh,2,Islamic State (Syria),,2,22,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Al-Asbah farms,35.3219,40.2921,1,Liveuamap; Twitter,Local partner-New media,"On 13 September 2020, QSD supported by Global Coalition aerial support, stormed al Asbah farms in Deir-ez-Zor and arrested a suspected IS covert operative involved in the assassination of a tribal leader.",0,1600726971,SYR
7229595,760,SYR82108,82108,13-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) Air Force Intelligence Directorate,Former Opposition Rebels (Syria),1,13,Middle East,Syria,Dar'a,Izra',Tassil,Tassil,32.8355,35.9718,1,SOHR; Facebook; SHAM; Liveuamap; Jisr,Local partner-New media,"On 13 September 2020, unidentified gunmen assassinated a regime air force intelligence member who was a former opposition commander who had accepted the reconciliation agreement with the regime, in Tassil in Dar'a using small arms fire. Another civilian was wounded in the attack.",1,1600726971,SYR
7229594,760,SYR82107,82107,13-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-) 5th Assault Corps,,1,Unidentified Tribal Militia (Syria),,4,14,Middle East,Syria,Dar'a,Izra',Hrak,Al-Sourah,32.7497,36.2602,1,Suwayda24; Facebook; SOHR; SY24; Jisr; Liveuamap,Local partner-New media,"On 13 September 2020, clashes took place between members of the 5th Assault Corps and tribal gunmen in Sur in Dar'a. During the clashes, 2 members of the 5th Corps were killed and several others were wounded while a tribal gunman was killed. Total fatalities coded to 3.",3,1600726971,SYR
7218239,760,SYR81740,81740,12-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,36.5054,40.7429,2,Twitter,New media,"On 12 September 2020, unidentified gunmen attacked a QSD vehicle on al Khurafi road in southern al-Hasakeh countryside near Muqtaa' al Za'eili in al-Hasakeh district, killing 2 QSD members.",2,1600130176,SYR
7218238,760,SYR81727,81727,12-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,38,Middle East,Syria,Deir-ez-Zor,Abu Kamal,Abu Kamal,Al-Sayyal,34.5726,40.9055,2,Twitter,New media,"On 12 September 2020, unidentified gunmen opened small arms fire at an IRGC vehicle near al-Sayyal village in Deir-ez-Zor. Neither fatalities nor injuries were reported.",0,1600130176,SYR
7218188,760,SYR81691,81691,12-Sep-20,2020,1,Battles,Armed clash,HTS: Hayat Tahrir al Sham,,2,Fathbatou Operation Room,Islamist Militia (Syria),3,23,Middle East,Syria,Idleb,Idleb,Idleb,Idleb,35.929,36.6353,1,SOHR,Other,"On 12 September 2020, HTS detained 12 Islamist members, some were confirmed to be members of the Fathbatou Operations Room, at a checkpoint in Idleb city.",0,1600130176,SYR
7218160,760,SYR81731,81731,12-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) 5th Assault Corps,,1,13,Middle East,Syria,Dar'a,Dar'a,Ash-Shajara,Hit,32.7531,35.9131,1,SOHR,Other,"On 12 September 2020, unidentified gunmen captured a commander of a group affiliated with the regime's 5th Assault Corps in Hit in Dar'a.",0,1600130176,SYR
7218146,760,SYR81705,81705,12-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,Opposition Rebels (Syria),Islamist Militia (Syria),2,12,Middle East,Syria,Idleb,Al Ma'ra,Kafr Nobol,Ftireh,35.6097,36.4853,2,SOHR,Other,"On 12 September 2020, clashes took place between regime and pro-regime militia forces against opposition and Islamist factions on Ftireh front, amid regime shelling on frontline areas and the Ftireh town. Neither fatalities nor injuries were reported.",0,1600130176,SYR
7218137,760,SYR81685,81685,12-Sep-20,2020,1,Battles,Armed clash,Ahrar al Sharqiyah,,3,20th Division,,2,23,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Ras Al Ain,36.8494,40.0747,2,SOHR,Other,"On 12 September 2020, clashes took place between members of the Ahrar al Sharqiyah and the 20th Division in Ras al Ain countryside following disputes over smuggling routes in al Shati and Ajileh areas as well as over the power company in Mabrouka. Neither fatalities nor injuries were reported.",0,1600130176,SYR
7218079,760,SYR81707,81707,12-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),,1,Opposition Rebels (Syria),,2,12,Middle East,Syria,Idleb,Idleb,Saraqab,Jobas,35.8373,36.7609,2,Liveuamap,Local partner-New media,"On 12 September 2020, opposition sniper targeted and killed 2 regime soldiers on Jobas front in Idleb.",2,1600130176,SYR
7217937,760,SYR81746,81746,12-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Unidentified Armed Group (Syria),Former Opposition Rebels (Syria),3,33,Middle East,Syria,Dar'a,Dar'a,Mzeireb,Mzeireb,32.7068,36.0267,1,SOHR; SHAM; Facebook,Other-New media,"On 12 September 2020, unidentified gunmen shot and killed a former opposition fighter who had accepted the reconciliation agreement with the regime in Mzeireb in Dar'a using small arms fire.",1,1600130175,SYR
7217929,760,SYR81732,81732,12-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) 61st Infantry Brigade,,1,13,Middle East,Syria,Dar'a,Izra',Sheikh Miskine,Sheikh Miskine,32.831,36.1575,1,Facebook; SY24; SOHR; Jisr; SHAM,Other-New media,"On 12 September 2020, unidentified gunmen assassinated using small arms fire 2 regime members of the 61th Brigade in front of a motorcycle repair shop in Sheikh Miskine in Dar'a. The attack also wounded 2 civilians who were present in the area.",2,1600130175,SYR
7217921,760,SYR81709,81709,12-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),,1,Unidentified Armed Group (Syria),,3,13,Middle East,Syria,Ar-Raqqa,Ar-Raqqa,Maadan,Maadan,35.7552,39.6075,2,Twitter; SHAM,New media-National,"On 12 September 2020, unidentified gunmen attacked a regime forces vehicle in the vicinity of Maadan in Ar-Raqqa using small arms fire, killing a member and wounding several others.",1,1600130175,SYR
7218170,760,SYR81686,81686,11-Sep-20,2020,1,Battles,Armed clash,Al Fath Al Mubeen Operation Room,,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Aleppo,Jebel Saman,Daret Azza,Bala,36.2274,36.9153,2,SOHR,Other,"On 11 September 2020, Al Fath Al Mubeen Operations Room killed a regime soldier and wounded another, believed to be an officer, on Bala front in Aleppo.",1,1600130176,SYR
7218080,760,SYR81694,81694,11-Sep-20,2020,1,Battles,Armed clash,Islamic State (Syria),,2,LaQ: Quds Brigade,,3,23,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,35.3319,40.1461,2,Liveuamap,Local partner-New media,"On 11 September 2020, IS ambushed a Quds Brigade force in western Deir-ez-Zor countryside where clashes took place. Fatalities were reported and 11 Quds Brigade pick-up trucks were destroyed in the clashes. Unknown fatalities coded to 10.",10,1600130176,SYR
7217933,760,SYR81737,81737,11-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Police Forces of Syria (2000-) General Intelligence Directorate,,1,13,Middle East,Syria,Dar'a,Dar'a,Mseifra,Mseifra,32.6321,36.3393,2,SOHR; Liveuamap; SHAM; Jisr; Facebook,Local partner-New media,"On 11 September 2020, unidentified gunmen assassinated a member of the regime's general intelligence on Mseifra - Kahil road in Dar'a using small arms fire.",1,1600130175,SYR
7217920,760,SYR81701,81701,11-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),,1,Military Forces of Israel (2009-),,8,18,Middle East,Syria,Aleppo,As-Safira,As-Safira,Al Safira Military Base and Defence Factories,36.0538,37.3379,1,SOHR; Liveuamap,Local partner-New media,"On 11 September 2020, Israeli warplanes carried out airstrikes targeting the regime's Defense Factories in Aleppo. Regime anti-air defenses engaged and downed several missiles. Neither fatalities nor injuries were reported.",0,1600130175,SYR
7217917,760,SYR81698,81698,11-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),,1,Islamic State (Syria),,2,12,Middle East,Syria,Ar-Raqqa,Ath-Thawrah,Mansura,Al-Rasafah,35.6288,38.7581,2,SHAM; SOHR; Twitter,Other-New media,"On 11 September 2020, suspected IS gunmen attacked using small arms fire a regime patrol in the Al-Rasafah desert in Ar-Raqqa, killing between 1 and 2 soldiers and wounding between 3 and 4 others.",1,1600130175,SYR
7218246,760,SYR81739,81739,10-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Al-Hasakeh,Al-Hasakeh,Markada,Markada,35.759,40.7677,2,Twitter,New media,"On 10 September 2020, an unknown armed group attacked a QSD military post near Markada-Dashishah road in Al-Hasakeh countryside, killing a PYD fighter, and injuring another.",1,1600130176,SYR
7218199,760,SYR81688,81688,10-Sep-20,2020,1,Battles,Armed clash,Hamza Brigade,,2,Ahrar al Sharqiyah,,3,23,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Mahmudiyeh,36.7433,40.3272,1,SOHR,Other,"On 10 September 2020, clashes took place between Hamza Brigade against Ahrar al Sharqiyah in Mahmudiyeh town in Al-Hasakeh countryside. Neither injuries nor fatalities were reported.",0,1600130176,SYR
7218180,760,SYR81703,81703,10-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),QSD: Syrian Democratic Forces,1,Operation Peace Spring,Military Forces of Turkey (2016-); Opposition Rebels (Syria),2,12,Middle East,Syria,Ar-Raqqa,Tell Abiad,Tell Abiad,Tell Abiad,36.6978,38.9548,2,SOHR,Other,"On 10 September 2020, clashes took place between regime forces supported by QSD against Turkish forces supported by Turkey backed opposition rebels whom are operating under OPS on Tell Abiad frontline in Ar-Raqqa countryside. Neither injuries nor fatalities were reported.",0,1600130176,SYR
7218179,760,SYR81702,81702,10-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),QSD: Syrian Democratic Forces,1,Operation Peace Spring,Military Forces of Turkey (2016-); Opposition Rebels (Syria),2,12,Middle East,Syria,Ar-Raqqa,Tell Abiad,Ein Issa,Ein Issa,36.3837,38.8628,2,SOHR,Other,"On 10 September 2020, clashes took place between regime forces supported by QSD against Turkish forces supported by Turkey backed opposition rebels whom are operating under OPS on Ein Issa frontline in Ar-Raqqa countryside, while a landmine exploded killing a QSD fighter on the same frontline.",1,1600130176,SYR
7218171,760,SYR81687,81687,10-Sep-20,2020,1,Battles,Armed clash,Hamza Brigade,,2,Ahrar al Sharqiyah,,3,23,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Mabrouka Camp,36.6547,39.7599,1,SOHR,Other,"On 10 September 2020, clashes took place between Hamza Brigade against Ahrar al Sharqiyah in Mabrouka town in Al-Hasakeh countryside. Neither injuries nor fatalities were reported.",0,1600130176,SYR
7218159,760,SYR81689,81689,10-Sep-20,2020,1,Battles,Armed clash,Hamza Brigade,,2,Ahrar al Sharqiyah,,3,23,Middle East,Syria,Al-Hasakeh,Al-Hasakeh,Tal Tamer,Qasemiyeh,36.7059,40.3406,1,SOHR,Other,"On 10 September 2020, clashes took place between Hamza Brigade against Ahrar al Sharqiyah in Qasemiyeh town in Al-Hasakeh countryside. Neither injuries nor fatalities were reported.",0,1600130176,SYR
7218147,760,SYR81690,81690,10-Sep-20,2020,1,Battles,Armed clash,Hamza Brigade,,2,Ahrar al Sharqiyah,,3,23,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Tell Halaf,36.824,40.0384,1,SOHR,Other,"On 10 September 2020, clashes took place between Hamza Brigade and Ahrar al Sharqiyah in Tell Halaf town in Al-Hasakeh countryside. Neither injuries nor fatalities were reported.",0,1600130176,SYR
7218085,760,SYR81725,81725,10-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Ahrar al Sharqiyah,,3,33,Middle East,Syria,Aleppo,Al Bab,Al Bab,Al Bab,36.3697,37.5149,2,Liveuamap,Local partner-New media,"On 10 September 2020, a member of Ahrar al Sharqiyah was killed by an unknown sniper on Al Bab frontline in Aleppo countryside.",1,1600130176,SYR
7218077,760,SYR81684,81684,10-Sep-20,2020,1,Battles,Armed clash,AAS: Ahrar al Sham,,2,AAS: Ahrar al Sham,,2,22,Middle East,Syria,Aleppo,Afrin,Jandairis,Jandairis,36.3925,36.6896,1,Liveuamap,Local partner-New media,"On 10 September 2020, clashes took place among AAS in Jandairis town in rural Afrin in Aleppo countryside. Neither injuries nor fatalities were reported.",0,1600130176,SYR
7217930,760,SYR81733,81733,10-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) Military Intelligence,,1,13,Middle East,Syria,Dar'a,Izra',Izra',Mahjeh,32.9583,36.2222,1,SHAM; SOHR,Other-National,"On 10 September 2020, unknown gunmen shot and killed a regime Military Intelligence member and injured his escort in Mahjeh town in Dar'a countryside.",1,1600130175,SYR
7217928,760,SYR81730,81730,10-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) 4th Armored Division,,1,13,Middle East,Syria,Dar'a,Dar'a,Mzeireb,Nahj,32.7037,35.9881,1,SHAM; Facebook; SOHR; SY24,Other-New media,"On 10 September 2020, unknown gunmen shot and killed 2 regime 4th Armored Division soldiers in Nahj town in Dar'a countryside.",2,1600130175,SYR
7217922,760,SYR81710,81710,10-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-) 5th Armored Division,,1,Unidentified Armed Group (Syria),,3,13,Middle East,Syria,Dar'a,Izra',Hrak,Nahta,32.7882,36.3493,2,SHAM; SOHR; SY24; Facebook,Other-New media,"On 10 September 2020, unknown gunmen riding a motorbike shot and killed a regime 5th Armored Division general on the road between Nahta and Bisr Elharir town in Dar'a countryside. The victim's escort was wounded in the attack.",1,1600130175,SYR
7217916,760,SYR81697,81697,10-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government); Military Forces of Russia (2000-),1,Islamic State (Syria),,2,12,Middle East,Syria,Ar-Raqqa,Ath-Thawrah,Mansura,Mansura,35.8392,38.7429,2,SHAM; SOHR; Facebook,Other-New media,"On 10 September 2020, clashes took place between regime forces supported by pro-regime militias and Russian warplanes against IS in Mansura desert in Ar-Raqqa countryside. Neither injuries nor fatalities were reported.",0,1600130175,SYR
7217915,760,SYR81696,81696,10-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government); Military Forces of Russia (2000-),1,Islamic State (Syria),,2,12,Middle East,Syria,Ar-Raqqa,Ath-Thawrah,Mansura,Al-Rasafah,35.6288,38.7581,2,Liveuamap; SOHR; SHAM; Facebook; Twitter,Local partner-New media,"On 10 September 2020, clashes took place between regime forces supported by pro-regime militias and Russian warplanes against IS in Al-Rasafah desert in Ar-Raqqa countryside. Neither injuries nor fatalities were reported.",0,1600130175,SYR
7218145,760,SYR81708,81708,9-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,Opposition Rebels (Syria),,2,12,Middle East,Syria,Idleb,Al Ma'ra,Kafr Nobol,Fleifel,35.5888,36.4562,2,SOHR,Other,"On 9 September 2020, clashes took place between regime forces supported by pro-regime militias against opposition rebels on Fleifel frontline in Idleb countryside, after regime's attempt to infiltrate accompanied by regime shelling on the town. Neither injuries nor fatalities were reported.",0,1600130176,SYR
7218138,760,SYR81736,81736,9-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Police Forces of Syria (2000-),,1,13,Middle East,Syria,Rural Damascus,Duma,Duma,Duma,33.5706,36.4046,1,SOHR,Other,"On 9 September 2020, unidentified gunmen on a motorcycle opened fire at a checkpoint of the regime's security forces in Duma city, near the municipal stadium, wounding 3 members. No fatalities were reported.",0,1600130176,SYR
7217936,760,SYR81744,81744,9-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Ar-Raqqa,Ath-Thawrah,Al-Thawrah,Al Tabqa,35.8308,38.5364,1,SHAM; Twitter,New media-National,"On 9 September 2020, unknown gunmen shot and killed a QSD fighter in Al Tabqa city in Ar-Raqqa countryside.",1,1600130175,SYR
7217927,760,SYR81729,81729,9-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Ar-Raqqa,Ath-Thawrah,Mansura,Al-Rasafah,35.6288,38.7581,2,SHAM; Twitter,New media-National,"On 9 September 2020, unknown gunmen attacked a regime military post near Al-Rasafah town in Ar-Raqqa countryside, killing 2 regime soldiers.",2,1600130175,SYR
7217923,760,SYR81713,81713,9-Sep-20,2020,1,Battles,Armed clash,Operation Peace Spring,JWS: Syrian National Army,2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Ar-Raqqa,Tell Abiad,Ein Issa,Khafat Salem,36.6051,38.7611,2,Twitter; SHAM,New media-National,"On 9 September 2020, clashes took place between Turkey backed JWS whom are operating under OPS against QSD in the vicinity of Khafat Salem in Ar-Raqqa countryside. Neither injuries nor fatalities were reported.",0,1600130175,SYR
7218244,760,SYR81742,81742,8-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Deir-ez-Zor,Al Mayadin,Thiban,Al-Jurdi al-Gharbi,34.8836,40.6027,1,Twitter,New media,"On 8 September 2020, unknown gunmen attacked a QSD military vehicle in Al-Jurdi town in Deir-ez-Zor countryside, injuring two PYD fighters. No fatalities were reported.",0,1600130176,SYR
7218215,760,SYR81716,81716,8-Sep-20,2020,1,Battles,Armed clash,Opposition Rebels (Syria),,2,Opposition Rebels (Syria),,2,22,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Ras Al Ain,36.8494,40.0747,1,SOHR,Other,"On 8 September 2020, clashes took place among Turkey backed rebels in Ras Al Ain town in Al-Hasakeh countryside, over stolen goods, which resulted in injuring three people. No fatalities were reported.",0,1600130176,SYR
7218141,760,SYR81704,81704,8-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,Opposition Rebels (Syria),HTS: Hayat Tahrir al Sham,2,12,Middle East,Syria,Aleppo,Jebel Saman,Atareb,Regiment 46 - Military Base,36.1239,36.888,2,SOHR,Other,"On 8 September 2020, clashes took place between regime forces supported by pro-regime militias against opposition rebels supported by HTS on Regiment 46 - Military Base frontline in Aleppo countryside. Neither injuries nor fatalities were reported.",0,1600130176,SYR
7217935,760,SYR81743,81743,8-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,35.9428,39.0519,1,SHAM; Twitter,New media-National,"On 8 September 2020, unknown gunmen shot and killed a QSD fighter near Al Mazare' roundabout in Ar-Raqqa city.",1,1600130175,SYR
7217932,760,SYR81735,81735,8-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Operation Peace Spring,JWS: Syrian National Army,2,23,Middle East,Syria,Ar-Raqqa,Tell Abiad,Suluk,Hammam al Turkman,36.5272,39.0776,2,SOHR; Twitter,Other-New media,"On 8 September 2020, unknown gunmen riding a motorbike shot and killed a JWS fighter, which operates under OPS, in Al Zaybaqia town near Hammam al Turkman town in Ar-Raqqa countryside.",1,1600130175,SYR
7217926,760,SYR81718,81718,8-Sep-20,2020,1,Battles,Armed clash,QSD: Syrian Democratic Forces,Global Coalition Against Daesh,2,Jdid Ekeidat Communal Militia (Syria),,4,24,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Khasham,Jdid Ekeidat,35.2551,40.3529,1,Liveuamap; Facebook; SOHR,Local partner-New media,"On 8 September 2020, clashes took place between armed group from Jdid Ekeidat town in Deir-ez-Zor countryside (believed to be IS), against QSD, after they arrested a man (believed to be a former IS fighter) from their village, which resulted in killing a man, and 4 QSD fighters, as well as injuring others. Later on QSD supported by Global Coalition brought reinforcment, and arrested seven more people.",5,1600130175,SYR
7217925,760,SYR81715,81715,8-Sep-20,2020,1,Battles,Armed clash,Opposition Rebels (Syria),,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Idleb,Al Ma'ra,Kafr Nobol,Ftireh,35.6097,36.4853,2,Liveuamap; SOHR,Local partner-New media,"On 8 September 2020, clashes took place between regime forces against opposition rebels on Ftireh frontline in Idleb countryside, after regime's attempt to infiltrate accompanied by regime shelling on the town. The clashes resulted in killing and wounding an unknown number of regime soldiers. Total fatalities coded to 10.",10,1600130175,SYR
7217914,760,SYR81693,81693,8-Sep-20,2020,1,Battles,Armed clash,Islamic State (Syria),,2,Asayish (Syria),,2,22,Middle East,Syria,Deir-ez-Zor,Al Mayadin,Thiban,Darnaj,34.9184,40.5816,1,SOHR; Twitter,Other-New media,"On 8 September 2020, an unknown armed group believed to be IS opened fire on an Asayish checkpoint in Darnaj town in Deir-ez-Zor countryside. Neither injuries nor fatalities were reported.",0,1600130175,SYR
7218254,760,SYR81728,81728,7-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Ar-Raqqa,Ar-Raqqa,Sabka,Sabka,35.8109,39.2643,2,Twitter,New media,"On 7 September 2020, unidentified gunmen opened fire on a regime military vehicle in the vicinity of Sabka town in the southern countryside of Ar-Raqqa. Neither injuries nor fatalities were reported.",0,1600130176,SYR
7218093,760,SYR81711,81711,7-Sep-20,2020,1,Battles,Armed clash,Militia (Pro-Iran),,3,Global Coalition Against Daesh,Military Forces of the United States (2017-),8,38,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Koniko Gas Field,35.3333,40.3167,1,Liveuamap,Local partner-New media,"On 7 September 2020, pro-Iran militias fired several mortars at the US base in Koniko Gas Field in the countryside of Deir-ez-Zor. US forces responded by firing on pro-Iran militias positions in the area. Neither injuries nor fatalities were reported.",0,1600130176,SYR
